source_ip,destination_ip,bytes,packets,unique_dest_ips,total_bytes,packet_rate,timestamp,is_anomaly
185.93.192.65,184.110.37.211,5992,44,5,29960,7.0,2024-09-25 14:21:38,0
86.85.44.39,182.184.6.41,6322,53,3,18966,8.47,2024-10-09 03:32:17,0
41.140.72.155,188.102.130.122,4984,43,1,4984,7.89,2024-10-15 19:14:05,0
153.5.151.248,94.200.84.12,4366,53,3,13098,7.48,2024-09-27 15:07:30,0
187.175.33.167,155.198.228.2,5538,49,1,5538,5.01,2024-10-16 02:53:31,0
171.130.21.110,92.110.36.5,6876,54,5,34380,9.24,2024-10-02 17:41:13,0
189.204.54.173,86.244.34.19,5743,43,5,28715,11.12,2024-10-11 23:32:44,0
190.71.231.226,72.91.141.37,3528,58,3,10584,11.97,2024-10-10 20:05:20,0
54.9.91.195,144.87.192.31,4433,67,1,4433,9.17,2024-10-02 16:34:36,0
50.176.96.151,149.32.158.244,3064,43,3,9192,6.84,2024-09-24 10:04:09,0
39.126.94.164,26.3.9.198,6246,65,3,18738,8.63,2024-09-29 12:19:45,0
71.0.125.111,76.51.61.183,3924,65,5,19620,8.09,2024-10-04 22:58:59,0
90.238.153.144,55.247.1.182,4488,48,5,22440,12.66,2024-10-11 20:43:53,0
71.227.21.33,39.125.235.222,4657,46,4,18628,10.66,2024-10-09 16:31:19,0
7.72.105.35,12.129.94.81,4998,52,2,9996,7.51,2024-09-19 14:22:53,0
36.238.215.83,120.147.231.27,6526,55,2,13052,9.23,2024-10-14 12:35:20,0
103.27.222.153,187.86.4.11,5505,63,3,16515,11.01,2024-09-23 05:44:27,0
75.129.235.72,6.114.88.88,4269,44,3,12807,11.48,2024-10-09 02:14:15,0
112.139.36.15,186.135.183.218,7082,46,3,21246,9.41,2024-10-10 07:17:29,0
20.30.186.4,141.232.165.167,3444,30,2,6888,10.99,2024-09-18 07:34:43,0
130.217.161.7,101.154.131.188,3577,60,1,3577,10.1,2024-10-07 03:22:28,0
117.11.97.143,40.74.80.107,4525,47,2,9050,10.07,2024-10-08 04:16:40,0
221.172.128.23,73.255.232.110,5445,45,5,27225,7.78,2024-10-03 11:17:08,0
48.131.135.105,58.155.87.237,3125,45,2,6250,8.77,2024-10-05 01:32:11,0
44.88.169.178,93.2.174.230,5260,60,4,21040,8.65,2024-10-13 07:49:15,0
189.38.207.169,161.123.2.118,4811,52,3,14433,10.26,2024-09-23 01:20:23,0
130.222.214.221,144.96.14.70,6544,63,1,6544,9.59,2024-09-20 12:29:15,0
96.25.252.61,6.66.113.181,4618,68,1,4618,7.86,2024-10-08 17:14:38,0
154.40.192.218,148.57.67.179,5128,42,5,25640,10.04,2024-09-30 13:53:17,0
19.105.6.5,171.178.112.63,6633,35,1,6633,6.02,2024-10-16 03:52:59,0
86.54.139.243,194.189.216.11,6007,48,3,18021,8.86,2024-09-26 05:30:38,0
158.244.150.163,13.4.229.118,4797,56,2,9594,9.59,2024-09-29 15:55:04,0
61.54.34.64,168.47.34.7,5473,64,5,27365,8.07,2024-09-25 15:21:33,0
156.148.56.102,165.44.181.114,5029,34,5,25145,9.54,2024-09-24 20:59:33,0
113.196.174.53,100.5.190.251,3337,62,5,16685,11.47,2024-09-25 20:48:28,0
70.193.151.130,116.245.105.119,20654,160,25,516350,93.8,2024-09-17 20:49:39,1
35.233.18.164,99.118.75.42,4768,45,4,19072,8.42,2024-09-26 22:48:59,0
53.238.11.162,20.124.188.50,4224,58,3,12672,8.22,2024-10-04 02:13:59,0
136.222.71.150,195.144.70.93,4628,69,1,4628,13.07,2024-09-20 04:10:04,0
221.131.102.252,120.35.89.46,4454,53,1,4454,9.52,2024-10-03 09:28:26,0
221.138.29.118,178.150.163.190,6333,66,3,18999,11.44,2024-09-20 03:22:09,0
138.176.133.189,137.88.218.111,2881,43,5,14405,10.33,2024-09-19 10:50:27,0
191.91.27.232,71.190.27.68,3831,46,5,19155,9.69,2024-09-18 10:33:10,0
188.131.136.250,14.203.144.64,19992,137,15,299880,66.01,2024-09-19 14:42:01,1
129.158.207.176,150.110.219.191,6104,62,4,24416,9.17,2024-10-04 04:54:10,0
10.69.175.165,74.79.84.158,3808,42,2,7616,7.9,2024-09-30 14:19:52,0
96.72.186.8,37.145.110.148,4733,58,3,14199,14.11,2024-10-14 03:49:51,0
188.147.209.12,63.197.79.175,7017,46,5,35085,7.07,2024-09-24 07:30:14,0
101.18.218.130,181.149.224.116,4986,42,3,14958,8.39,2024-10-03 18:43:27,0
60.229.58.237,181.218.222.234,5742,34,4,22968,5.99,2024-10-08 15:13:19,0
94.38.88.48,67.211.94.81,2626,51,5,13130,9.05,2024-09-21 20:09:12,0
6.248.199.59,130.150.147.146,3532,52,5,17660,7.52,2024-10-14 17:02:08,0
54.211.253.161,211.39.53.115,3913,54,3,11739,9.76,2024-10-04 10:16:41,0
64.61.38.28,209.113.248.198,7493,38,3,22479,11.97,2024-10-03 18:37:35,0
136.82.126.205,137.70.138.28,4881,51,4,19524,9.71,2024-09-22 02:14:20,0
217.67.234.194,59.23.131.73,4099,41,4,16396,10.87,2024-10-11 13:15:18,0
159.229.108.160,84.183.138.230,4882,66,4,19528,6.73,2024-10-02 00:21:48,0
75.90.36.56,99.219.82.8,3681,61,1,3681,12.21,2024-10-09 00:01:47,0
174.123.180.88,50.100.97.240,4137,31,5,20685,10.41,2024-10-03 04:05:18,0
201.106.7.154,48.248.30.136,5186,54,2,10372,7.11,2024-09-29 01:00:57,0
84.150.63.230,196.211.3.220,5939,41,2,11878,10.78,2024-10-02 14:51:18,0
26.247.225.70,11.82.6.57,2650,73,4,10600,9.42,2024-10-12 16:24:40,0
56.119.184.96,171.249.216.145,3658,60,3,10974,10.64,2024-09-26 22:01:40,0
83.127.52.75,220.110.172.111,3662,44,2,7324,9.55,2024-10-07 00:53:11,0
210.199.210.1,24.209.77.209,4696,38,1,4696,8.21,2024-10-10 10:23:12,0
81.108.251.200,9.118.74.6,4446,31,5,22230,9.72,2024-10-04 22:15:41,0
81.69.150.250,129.69.102.148,3040,55,1,3040,10.22,2024-09-23 10:00:43,0
73.87.142.3,109.234.245.14,4586,70,1,4586,11.47,2024-09-20 22:26:25,0
67.150.152.232,25.184.93.61,4771,62,1,4771,10.8,2024-10-04 22:01:13,0
159.218.186.251,147.254.142.7,4430,46,5,22150,9.19,2024-10-17 18:47:26,0
77.250.146.118,18.4.178.122,4335,48,5,21675,11.56,2024-10-09 01:54:24,0
202.105.159.159,210.150.9.231,5880,42,5,29400,12.94,2024-10-05 23:24:35,0
103.151.53.217,11.216.229.80,4301,45,4,17204,11.62,2024-09-19 17:38:54,0
61.234.218.31,63.181.187.60,5814,53,1,5814,4.46,2024-10-10 17:21:38,0
117.194.48.158,82.95.57.219,4809,55,1,4809,12.66,2024-10-07 05:02:24,0
152.131.206.244,138.215.152.123,7832,57,3,23496,12.12,2024-09-20 15:01:13,0
20.239.202.130,78.166.53.157,4978,47,5,24890,11.28,2024-10-08 08:48:08,0
161.92.250.184,87.98.145.81,6335,66,4,25340,9.45,2024-10-17 19:10:56,0
170.1.111.115,151.116.80.225,4982,29,3,14946,5.68,2024-09-21 01:41:37,0
25.11.62.46,198.145.117.186,4125,45,4,16500,10.7,2024-09-28 18:55:26,0
105.179.219.99,199.174.222.53,20401,196,31,632431,111.5,2024-09-20 04:27:10,1
180.136.243.98,35.52.175.84,5531,43,3,16593,12.32,2024-10-05 14:43:37,0
81.40.74.223,110.94.159.48,5589,37,3,16767,9.85,2024-10-14 19:56:32,0
172.76.15.250,43.217.226.226,6006,50,4,24024,6.65,2024-09-26 18:55:22,0
29.214.38.41,37.91.234.213,5790,67,5,28950,12.29,2024-10-09 13:30:32,0
26.50.243.231,49.37.97.143,5083,42,2,10166,12.71,2024-10-16 00:15:54,0
21.75.179.18,39.73.145.250,5777,56,5,28885,12.49,2024-09-26 00:38:06,0
65.34.149.29,53.231.180.47,3879,45,2,7758,9.7,2024-09-23 21:32:13,0
5.68.51.236,214.180.182.180,25108,196,50,1255400,109.49,2024-09-20 17:23:27,1
198.129.21.192,92.235.245.210,6273,58,3,18819,8.27,2024-09-21 03:09:32,0
37.73.132.49,41.90.94.163,4191,51,4,16764,8.58,2024-10-08 06:51:09,0
78.78.90.49,6.186.160.203,4842,33,4,19368,7.37,2024-10-09 19:56:16,0
57.60.109.199,109.203.96.12,6443,59,4,25772,10.71,2024-09-20 09:01:22,0
106.111.91.141,187.58.211.144,3802,50,2,7604,7.88,2024-09-23 15:34:36,0
112.254.161.192,45.169.229.11,6280,44,1,6280,8.29,2024-10-15 13:10:32,0
81.11.55.57,10.183.180.0,22173,279,35,776055,122.4,2024-10-06 14:24:46,1
13.82.219.15,118.233.199.247,5892,49,2,11784,9.46,2024-10-04 16:22:30,0
122.130.229.134,77.65.254.65,4989,49,4,19956,10.18,2024-09-29 11:06:11,0
134.140.189.76,62.186.248.106,5104,51,3,15312,9.93,2024-10-06 22:07:01,0
149.3.62.236,211.212.190.217,4891,48,3,14673,9.19,2024-10-02 18:32:31,0
155.209.156.81,187.91.95.99,3624,52,4,14496,10.72,2024-10-01 02:59:30,0
76.26.50.89,67.4.156.187,2843,39,4,11372,10.95,2024-09-21 11:34:47,0
160.126.203.15,169.140.138.152,5559,59,5,27795,10.91,2024-09-21 23:29:18,0
91.177.21.223,9.180.208.254,4470,43,1,4470,13.38,2024-10-12 14:36:17,0
47.62.84.106,104.64.114.52,5546,61,1,5546,12.21,2024-09-25 02:20:15,0
21.248.196.164,103.84.150.205,3947,47,3,11841,10.08,2024-10-04 21:23:11,0
61.169.214.78,70.121.138.154,5284,67,3,15852,13.76,2024-10-01 03:29:40,0
22.71.136.70,109.11.78.60,5373,35,5,26865,9.13,2024-09-26 08:39:12,0
206.69.198.100,16.44.39.26,4822,51,3,14466,8.99,2024-09-28 18:42:27,0
199.25.165.52,107.16.73.172,4702,34,1,4702,12.21,2024-10-16 11:06:34,0
131.248.221.143,108.189.67.180,4511,43,2,9022,12.58,2024-09-24 11:25:57,0
42.19.185.193,52.222.62.100,3716,38,5,18580,10.61,2024-10-01 00:50:01,0
200.211.183.206,15.10.192.82,5114,39,5,25570,8.8,2024-10-11 12:23:00,0
82.78.55.137,115.82.163.145,6662,48,2,13324,12.13,2024-09-22 19:13:21,0
133.131.244.153,200.185.202.204,4708,45,4,18832,10.55,2024-09-18 08:11:31,0
59.18.64.49,55.57.89.243,4925,56,5,24625,11.75,2024-10-08 13:14:28,0
217.231.179.136,222.246.241.175,4611,64,4,18444,10.03,2024-09-26 03:58:16,0
190.250.171.219,2.201.167.154,4886,56,2,9772,9.12,2024-10-05 19:01:59,0
113.108.159.36,191.97.148.82,5218,46,1,5218,11.63,2024-10-03 04:42:29,0
125.93.99.206,77.183.41.203,5555,42,3,16665,10.9,2024-09-19 12:07:29,0
2.76.180.158,98.144.230.32,6110,47,5,30550,7.23,2024-10-06 09:52:30,0
13.145.225.198,174.1.152.27,4459,40,5,22295,7.59,2024-09-30 04:18:38,0
45.116.181.249,202.139.205.48,3535,48,2,7070,8.79,2024-10-14 06:41:47,0
121.165.192.48,65.227.88.57,4909,47,4,19636,10.58,2024-09-28 07:46:43,0
52.243.30.128,22.98.102.198,6250,45,4,25000,12.57,2024-09-28 12:01:25,0
40.183.233.91,154.25.133.116,4131,62,4,16524,9.07,2024-09-23 08:44:05,0
58.239.51.142,64.213.85.233,4999,45,3,14997,10.01,2024-09-25 12:17:46,0
192.43.128.79,66.9.204.104,6513,64,2,13026,7.9,2024-10-11 17:47:18,0
43.144.44.67,68.153.34.89,6581,53,1,6581,9.52,2024-09-18 02:16:11,0
48.107.49.25,33.101.221.218,5770,60,1,5770,9.6,2024-09-27 07:30:28,0
61.39.142.62,3.250.175.65,4348,45,2,8696,11.43,2024-09-28 20:01:47,0
137.128.247.195,204.135.254.193,6701,40,3,20103,16.18,2024-10-16 17:13:53,0
211.161.245.1,85.82.133.190,6763,46,1,6763,6.37,2024-09-26 06:57:30,0
69.106.122.254,126.148.62.132,4486,46,1,4486,8.5,2024-10-15 18:45:09,0
74.86.90.0,200.90.216.63,7126,51,2,14252,10.36,2024-10-08 01:55:40,0
133.197.81.202,197.140.1.72,3312,46,5,16560,7.91,2024-10-13 11:05:31,0
110.36.12.99,79.224.27.173,4600,64,5,23000,9.37,2024-10-09 04:51:33,0
29.154.177.244,148.240.56.137,17923,158,13,232999,109.53,2024-09-18 19:46:07,1
25.219.38.203,181.240.255.147,6070,44,2,12140,8.45,2024-10-05 13:42:07,0
220.244.1.178,22.150.151.59,5450,51,4,21800,9.25,2024-10-16 14:26:15,0
68.62.230.201,186.132.24.29,4434,39,3,13302,8.4,2024-10-07 14:26:50,0
71.209.110.41,219.150.183.28,4430,38,2,8860,8.73,2024-10-10 06:21:17,0
21.71.9.17,65.102.241.28,5840,48,2,11680,9.72,2024-10-01 02:59:19,0
201.117.162.3,92.190.249.87,5513,53,4,22052,11.32,2024-10-11 00:10:09,0
183.33.74.237,110.118.188.100,4975,56,4,19900,4.73,2024-09-27 19:52:01,0
68.130.45.63,101.58.180.60,5833,58,1,5833,11.32,2024-09-29 19:33:06,0
70.101.141.60,83.92.6.108,3702,54,2,7404,8.94,2024-09-28 10:47:20,0
222.185.152.233,150.217.143.234,4519,36,4,18076,9.21,2024-09-28 10:08:06,0
167.138.42.103,90.49.248.190,4375,46,3,13125,12.09,2024-10-03 16:52:53,0
158.148.177.143,22.89.115.242,4989,61,3,14967,8.73,2024-09-28 01:11:09,0
29.58.16.148,144.28.164.61,7294,24,1,7294,9.41,2024-10-08 02:34:41,0
216.163.108.106,6.106.134.166,5114,44,2,10228,11.07,2024-09-29 07:00:13,0
26.169.76.207,59.213.138.33,3036,56,2,6072,10.27,2024-10-06 15:55:42,0
97.216.43.123,62.177.122.95,6836,60,4,27344,9.21,2024-10-05 21:02:47,0
80.253.234.228,125.188.16.5,4912,57,2,9824,12.35,2024-09-21 22:02:05,0
74.44.46.116,65.33.193.231,5629,41,3,16887,10.53,2024-09-25 08:08:00,0
202.182.99.195,43.172.78.152,4966,36,1,4966,11.2,2024-10-17 19:52:07,0
83.40.49.136,206.31.210.185,4819,41,3,14457,14.91,2024-10-15 20:34:53,0
95.167.169.161,25.26.254.186,3110,56,3,9330,9.96,2024-09-18 03:05:28,0
8.198.104.236,84.255.52.205,5319,22,3,15957,7.17,2024-10-04 16:25:16,0
50.215.138.226,203.66.60.84,5605,53,5,28025,7.01,2024-09-21 08:02:32,0
30.125.100.216,165.100.120.70,5669,52,5,28345,12.2,2024-10-10 05:59:36,0
205.103.42.245,69.109.107.243,4875,66,2,9750,7.49,2024-10-03 00:55:56,0
196.255.122.57,64.238.46.165,4965,44,4,19860,9.28,2024-09-26 07:24:44,0
159.91.110.196,174.168.144.115,4168,56,1,4168,8.22,2024-09-18 07:14:15,0
56.82.30.114,128.230.188.31,6218,45,5,31090,7.63,2024-10-08 23:43:31,0
61.229.223.235,190.101.98.122,6227,37,1,6227,11.49,2024-10-07 01:19:27,0
140.86.124.22,171.213.80.63,4332,38,2,8664,6.69,2024-10-06 20:30:56,0
42.157.163.201,19.225.0.147,4231,41,5,21155,8.5,2024-09-29 07:41:12,0
126.38.176.219,201.163.204.169,4691,50,4,18764,8.77,2024-10-08 20:54:47,0
129.145.85.222,179.223.140.45,5069,57,2,10138,8.2,2024-09-30 17:10:38,0
146.59.73.159,157.149.6.241,4574,59,2,9148,9.05,2024-09-21 22:53:53,0
100.212.71.140,10.141.85.43,4096,35,3,12288,11.18,2024-10-15 09:58:47,0
53.162.89.134,9.181.165.147,6961,40,5,34805,6.74,2024-09-22 05:19:01,0
64.175.187.131,18.216.15.179,5169,36,2,10338,11.51,2024-10-04 01:56:14,0
178.64.155.195,56.101.15.52,3895,58,3,11685,12.53,2024-10-07 04:49:40,0
39.13.90.226,118.229.78.42,5200,44,4,20800,10.38,2024-10-09 23:00:36,0
207.234.191.2,170.252.6.231,18827,206,40,753080,86.49,2024-09-20 02:29:41,1
210.163.206.206,59.151.61.152,3674,57,3,11022,8.31,2024-10-16 13:04:35,0
89.1.216.118,185.91.203.86,6410,57,3,19230,9.73,2024-10-01 12:26:07,0
12.160.151.155,213.64.197.214,3860,64,2,7720,10.29,2024-10-13 23:56:31,0
24.39.200.86,208.153.21.124,4568,54,5,22840,7.32,2024-10-08 04:24:05,0
111.7.79.157,19.169.170.97,5627,43,4,22508,8.5,2024-09-26 02:49:42,0
135.102.235.152,119.245.212.34,4277,46,3,12831,7.84,2024-10-12 04:05:08,0
219.65.81.67,119.112.7.20,5858,63,2,11716,7.88,2024-10-09 10:44:01,0
67.98.238.201,125.229.5.64,6096,68,3,18288,10.93,2024-10-12 15:52:00,0
160.9.220.59,153.57.90.149,4376,41,3,13128,11.36,2024-09-25 00:08:44,0
118.82.137.220,143.243.193.224,23236,237,17,395012,111.58,2024-10-06 11:52:46,1
50.168.22.47,38.215.148.193,5429,50,5,27145,10.68,2024-10-15 21:53:41,0
122.86.230.173,77.223.121.128,2626,55,5,13130,10.99,2024-10-05 06:40:49,0
137.80.144.50,12.85.226.236,5867,46,4,23468,8.44,2024-09-26 20:08:46,0
219.54.68.158,209.57.142.228,5748,41,5,28740,11.52,2024-10-09 10:38:55,0
40.42.219.122,146.53.184.62,6641,54,3,19923,12.08,2024-09-22 18:20:47,0
15.196.73.243,222.148.212.109,3527,61,4,14108,12.07,2024-10-05 02:34:04,0
107.182.148.49,167.116.68.159,3902,24,1,3902,7.17,2024-10-04 11:44:07,0
193.170.216.135,26.102.201.107,4510,55,5,22550,13.25,2024-09-29 13:32:32,0
192.26.7.235,106.24.20.34,4698,38,5,23490,7.64,2024-10-14 09:31:38,0
131.103.11.211,61.169.120.46,4026,55,5,20130,16.48,2024-09-28 12:17:52,0
133.235.240.95,195.52.73.219,6374,61,3,19122,11.32,2024-09-25 11:55:30,0
165.216.251.140,55.132.67.146,6344,52,5,31720,9.4,2024-09-19 19:30:41,0
218.203.215.252,55.184.167.170,4088,54,1,4088,8.66,2024-10-14 18:53:21,0
51.120.218.94,98.91.145.240,3260,59,1,3260,10.58,2024-09-25 17:38:32,0
60.187.59.191,207.0.201.123,4732,65,1,4732,14.38,2024-09-21 07:39:40,0
91.173.74.11,212.0.235.21,4472,58,5,22360,10.01,2024-09-19 06:20:37,0
64.121.104.167,65.171.164.221,5687,48,5,28435,8.28,2024-09-22 04:00:17,0
38.203.235.82,48.38.247.158,3458,43,5,17290,9.19,2024-10-03 16:29:37,0
43.86.147.90,193.163.42.117,5302,55,2,10604,10.46,2024-10-03 02:42:41,0
24.52.194.65,64.190.110.129,5382,62,3,16146,13.35,2024-10-07 04:49:13,0
3.190.245.239,220.84.192.248,3826,55,3,11478,10.02,2024-10-09 14:09:07,0
97.27.2.104,172.150.244.207,4474,38,2,8948,8.82,2024-09-24 20:40:23,0
182.68.132.22,107.128.138.241,5571,50,4,22284,8.7,2024-10-16 14:24:02,0
94.164.228.7,168.223.168.55,3992,34,3,11976,13.64,2024-10-16 01:50:44,0
107.17.157.236,82.131.111.198,5161,58,3,15483,9.42,2024-09-25 11:16:48,0
135.91.255.51,161.105.44.237,4596,49,2,9192,9.64,2024-09-19 04:05:55,0
11.202.180.17,199.16.54.228,5299,62,4,21196,8.07,2024-10-15 17:38:02,0
51.128.84.93,144.251.2.77,4401,51,3,13203,11.26,2024-10-03 15:33:08,0
42.84.245.31,35.71.176.126,4492,48,5,22460,9.19,2024-09-22 03:17:07,0
149.241.233.74,34.129.237.103,5205,64,2,10410,9.44,2024-10-12 00:23:47,0
48.121.238.138,49.131.116.13,5669,53,4,22676,8.71,2024-10-03 10:21:28,0
90.151.14.16,83.181.88.190,5944,42,2,11888,8.43,2024-10-06 17:01:39,0
71.187.149.82,42.52.44.247,4452,43,5,22260,12.4,2024-10-13 18:46:57,0
188.80.110.5,58.52.154.167,4912,57,1,4912,8.56,2024-09-27 07:21:06,0
83.245.163.80,6.19.169.47,2947,56,3,8841,9.07,2024-10-08 21:10:23,0
96.248.50.238,158.176.99.20,5873,45,5,29365,8.63,2024-09-27 10:14:51,0
159.103.32.121,184.102.140.16,5768,69,4,23072,9.37,2024-10-17 13:46:50,0
54.150.25.204,155.13.173.226,32864,211,17,558688,99.38,2024-09-27 22:17:21,1
35.185.8.84,194.78.59.217,7140,45,1,7140,8.02,2024-10-06 05:54:39,0
104.66.148.77,187.220.5.176,5629,27,3,16887,10.4,2024-09-21 12:41:11,0
62.43.101.31,129.254.83.203,4469,20,3,13407,10.33,2024-09-23 10:10:51,0
111.29.248.198,201.59.177.24,4207,48,1,4207,9.41,2024-10-07 04:37:33,0
103.194.107.128,14.51.8.109,6787,46,4,27148,9.27,2024-09-28 22:37:38,0
6.93.32.252,160.111.207.247,3006,48,2,6012,9.27,2024-10-16 00:23:11,0
68.224.62.166,71.83.220.255,3797,47,1,3797,9.85,2024-10-17 20:28:04,0
69.52.85.147,21.131.20.208,2305,73,2,4610,10.36,2024-10-17 13:34:12,0
89.103.10.165,174.1.160.84,5534,41,1,5534,12.11,2024-09-23 01:42:11,0
130.213.211.21,141.62.133.210,3891,55,1,3891,10.23,2024-09-20 01:57:00,0
49.56.174.205,133.126.206.157,4204,28,5,21020,8.08,2024-10-14 16:03:24,0
5.70.48.239,70.218.162.177,5287,46,4,21148,10.81,2024-10-05 13:28:43,0
163.227.249.79,111.124.170.85,7642,52,2,15284,14.43,2024-09-22 16:52:12,0
22.137.133.185,18.112.105.0,3539,63,3,10617,6.39,2024-10-01 05:46:36,0
107.6.246.26,193.195.185.18,4651,60,1,4651,8.38,2024-10-06 05:41:23,0
1.138.203.94,142.244.159.197,5606,53,1,5606,8.63,2024-09-24 12:03:00,0
34.230.28.136,217.122.216.195,4095,48,2,8190,10.65,2024-10-09 22:03:53,0
178.239.104.44,157.38.20.36,5790,56,5,28950,8.1,2024-09-22 21:29:11,0
17.56.246.175,172.225.17.243,5203,54,3,15609,10.64,2024-09-30 10:46:26,0
90.78.140.252,13.85.185.52,4982,43,3,14946,9.58,2024-10-07 04:59:16,0
151.12.92.163,40.64.64.186,5152,37,4,20608,11.46,2024-09-26 10:40:39,0
139.57.90.102,173.71.168.73,5755,43,3,17265,10.81,2024-10-03 15:42:37,0
140.166.80.29,133.100.143.42,5656,40,5,28280,9.45,2024-09-19 06:24:40,0
197.150.118.152,62.32.220.121,5155,70,4,20620,10.34,2024-09-23 13:49:19,0
61.2.230.79,160.254.155.215,5234,85,4,20936,11.63,2024-10-11 02:05:57,0
1.230.181.48,49.48.103.231,5751,31,2,11502,6.59,2024-10-10 07:06:58,0
93.53.77.95,7.25.24.39,4389,48,3,13167,10.1,2024-09-19 01:31:51,0
183.145.149.49,221.0.82.80,5153,21,5,25765,10.94,2024-10-04 20:20:27,0
15.127.16.242,154.171.163.20,21391,276,10,213910,104.31,2024-09-29 18:05:43,1
122.51.246.182,2.112.17.190,5575,53,1,5575,10.48,2024-10-04 10:24:11,0
28.154.143.80,23.114.231.75,5805,33,3,17415,7.91,2024-10-11 01:03:39,0
204.205.85.103,47.52.44.98,4160,71,4,16640,8.03,2024-10-16 13:16:57,0
85.57.146.215,174.208.99.237,4998,52,2,9996,10.61,2024-09-28 00:55:06,0
168.200.92.26,54.122.151.183,5974,42,3,17922,8.92,2024-09-22 14:19:36,0
166.107.237.0,122.230.173.80,4887,49,4,19548,8.97,2024-09-29 03:19:51,0
50.165.232.85,41.9.65.34,5600,48,5,28000,11.45,2024-10-17 04:19:21,0
103.139.146.77,68.164.135.66,2954,39,5,14770,12.36,2024-09-21 11:09:28,0
90.229.74.132,110.10.77.109,6131,48,3,18393,10.07,2024-10-03 04:49:04,0
162.222.90.54,156.83.151.1,5646,51,1,5646,10.81,2024-10-13 23:50:06,0
139.140.238.12,154.84.199.156,5659,56,3,16977,7.35,2024-10-05 11:24:10,0
93.139.47.115,48.133.85.26,4304,51,5,21520,9.71,2024-10-08 19:44:09,0
218.1.208.14,30.83.163.42,5650,33,3,16950,11.21,2024-09-23 16:58:12,0
137.184.4.111,93.127.140.204,20906,159,13,271778,107.94,2024-09-21 03:13:13,1
95.178.121.36,59.31.2.59,4806,50,1,4806,13.04,2024-10-12 04:05:48,0
144.181.159.127,72.241.152.251,4070,55,4,16280,11.48,2024-09-18 05:50:54,0
222.169.61.116,164.238.75.209,4642,45,4,18568,10.55,2024-09-26 23:12:41,0
106.204.138.196,19.146.224.234,4455,62,1,4455,10.3,2024-10-12 23:10:31,0
143.218.41.56,19.180.59.213,5505,55,3,16515,8.66,2024-10-15 13:36:29,0
198.27.59.210,132.153.102.255,4951,52,1,4951,10.52,2024-09-20 11:10:44,0
189.213.183.6,87.120.40.221,4601,59,5,23005,9.33,2024-09-21 00:57:06,0
77.72.190.164,94.96.59.168,5213,52,4,20852,5.7,2024-09-21 17:15:56,0
175.34.94.35,139.51.43.55,4474,49,3,13422,10.16,2024-10-12 19:14:57,0
79.194.38.186,206.42.193.254,3561,36,3,10683,7.81,2024-10-04 09:50:19,0
192.47.59.90,182.208.162.205,4685,41,4,18740,13.95,2024-09-20 18:22:02,0
94.135.46.84,158.99.184.226,6056,69,1,6056,6.62,2024-09-17 22:07:27,0
220.117.113.197,101.100.250.20,4840,39,4,19360,12.05,2024-10-13 04:06:23,0
145.249.150.150,20.51.186.190,4458,21,5,22290,10.74,2024-10-08 06:13:52,0
38.173.116.196,46.117.174.252,5620,39,4,22480,9.01,2024-10-15 00:33:45,0
154.22.103.132,129.2.216.118,4549,61,4,18196,9.78,2024-10-13 14:22:05,0
16.10.7.78,123.20.62.45,4915,53,1,4915,8.98,2024-10-02 10:29:05,0
33.173.107.220,142.101.231.218,3351,49,5,16755,12.59,2024-10-17 15:17:00,0
66.107.37.199,12.100.56.180,4700,58,2,9400,8.5,2024-10-06 22:23:11,0
30.83.115.243,11.31.60.1,6210,58,3,18630,6.8,2024-09-20 13:10:54,0
120.238.41.228,181.102.169.220,5481,58,4,21924,7.61,2024-09-25 19:39:02,0
44.129.133.242,79.30.200.239,6085,46,5,30425,10.69,2024-10-07 09:21:13,0
60.95.3.101,85.171.105.76,6108,57,4,24432,7.83,2024-10-05 06:39:41,0
52.210.137.161,135.10.236.123,4914,48,5,24570,10.51,2024-10-07 05:44:24,0
161.238.204.111,175.109.197.164,5412,68,1,5412,9.46,2024-10-13 15:06:06,0
88.244.66.208,171.154.207.17,5227,61,3,15681,11.11,2024-10-12 13:36:45,0
186.107.128.66,13.13.138.14,5914,46,2,11828,9.98,2024-10-06 04:53:30,0
130.70.58.211,9.206.159.0,5947,60,3,17841,8.5,2024-10-03 17:41:29,0
173.220.162.214,72.68.20.242,7219,37,1,7219,8.33,2024-09-24 23:24:55,0
36.146.201.148,203.152.16.194,4227,45,1,4227,10.4,2024-10-17 13:56:56,0
72.209.166.210,138.31.185.139,5728,46,4,22912,6.67,2024-10-04 21:59:04,0
188.28.144.121,46.123.181.151,3806,77,3,11418,11.17,2024-09-25 07:15:03,0
11.222.24.187,48.87.243.82,5336,47,3,16008,7.84,2024-10-09 13:19:10,0
90.215.99.41,47.188.179.204,4980,58,1,4980,9.9,2024-10-08 03:47:34,0
2.183.158.49,140.221.86.25,18385,162,24,441240,78.42,2024-09-20 21:53:45,1
203.61.61.7,80.41.69.21,6489,35,4,25956,9.77,2024-10-11 09:05:57,0
140.160.24.252,73.190.139.172,5228,71,2,10456,10.5,2024-09-24 20:55:07,0
80.117.199.1,191.123.5.216,21496,225,16,343936,112.06,2024-09-25 14:39:44,1
153.241.218.206,216.131.206.240,4202,38,2,8404,9.98,2024-10-06 15:59:01,0
53.46.128.141,100.160.234.156,4772,55,1,4772,11.72,2024-09-29 08:05:17,0
